,time,activity,mean,variance
165,18:43.7,2,-54,1
166,18:43.8,2,-53,0
167,18:44.0,2,-52,0
168,18:44.2,2,-51,0
169,18:44.3,2,-52,0
170,18:44.4,2,-52,0
171,18:44.6,2,-53,2
172,18:44.7,2,-54,3
173,18:45.1,2,-51,0
174,18:45.3,2,-51,0
175,18:45.3,2,-52,0
176,18:45.5,2,-54,1
177,18:45.6,2,-56,1
178,18:45.7,2,-55,16
179,18:46.6,2,-57,1
180,18:46.8,2,-55,0
181,18:47.0,2,-53,0
182,18:47.2,2,-53,0
183,18:47.3,2,-52,0
184,18:47.4,2,-51,0
185,18:47.5,2,-52,1
186,18:47.6,2,-52,0
187,18:47.7,2,-52,0
188,18:47.8,2,-52,0
189,18:48.1,2,-55,0
190,18:48.3,2,-53,3
191,18:48.5,2,-52,0
192,18:48.6,2,-52,0
193,18:48.8,2,-55,1
194,18:49.0,2,-57,0
195,18:49.8,2,-56,1
196,18:50.2,2,-55,0
197,18:50.2,2,-53,1
198,18:50.4,2,-53,0
199,18:50.5,2,-53,2
200,18:50.7,2,-52,0
201,18:50.9,2,-51,0
202,18:51.0,2,-52,5
203,18:51.0,2,-53,2
204,18:51.4,2,-53,3
205,18:51.6,2,-52,0
206,18:51.7,2,-52,0
207,18:51.9,2,-53,2
208,18:52.2,2,-57,1
209,18:52.3,2,-58,0
210,18:53.5,2,-56,1
211,18:53.6,2,-55,0
212,18:53.7,2,-55,0
213,18:53.8,2,-53,1
214,18:54.0,2,-52,0
215,18:54.3,2,-51,0
216,18:54.4,2,-51,0
217,18:54.5,2,-51,1
218,18:54.7,2,-52,1
219,18:54.9,2,-53,3
220,18:55.2,2,-51,0
221,18:55.3,2,-52,1
222,18:55.5,2,-55,0
223,18:55.8,2,-56,14
224,18:57.0,2,-55,1
225,18:57.2,2,-55,0
226,18:57.3,2,-55,0
227,18:57.4,2,-55,0
228,18:57.6,2,-53,2
229,18:57.7,2,-52,0
230,18:57.8,2,-50,0
231,18:57.9,2,-50,0
232,18:58.2,2,-51,0
233,18:58.3,2,-51,2
234,18:58.6,2,-51,0
235,18:58.7,2,-50,0
236,18:58.8,2,-50,0
237,18:59.0,2,-55,4
238,18:59.2,2,-56,2
239,19:00.7,2,-57,0
240,19:00.8,2,-56,0
241,19:00.9,2,-55,0
242,19:01.0,2,-55,0
243,19:01.2,2,-54,1
244,19:01.2,2,-55,0
245,19:01.3,2,-54,1
246,19:01.5,2,-52,0
247,19:01.6,2,-51,0
248,19:01.7,2,-51,0
249,19:01.8,2,-50,0
250,19:01.9,2,-51,1
251,19:02.2,2,-51,0
252,19:02.4,2,-50,0
253,19:02.5,2,-50,0
254,19:02.6,2,-51,0
255,19:02.7,2,-52,0
256,19:02.8,2,-54,3
257,19:02.9,2,-57,4
258,19:04.3,2,-58,0
259,19:04.5,2,-55,0
260,19:04.6,2,-55,0
261,19:04.7,2,-53,1
262,19:04.8,2,-53,0
263,19:05.0,2,-52,0
264,19:05.1,2,-51,0
265,19:05.2,2,-51,0
266,19:05.4,2,-51,0
267,19:05.5,2,-51,0
268,19:05.7,2,-50,0
269,19:05.8,2,-50,0
270,19:06.0,2,-53,3
271,19:06.2,2,-55,4
272,19:06.5,2,-57,3
273,19:07.8,2,-56,3
274,19:07.9,2,-55,0
275,19:08.1,2,-54,1
276,19:08.2,2,-55,0
277,19:08.4,2,-52,0
278,19:08.5,2,-52,5
279,19:08.6,2,-50,0
280,19:08.7,2,-49,0
281,19:08.8,2,-52,7
282,19:08.9,2,-51,0
283,19:09.2,2,-49,1
284,19:09.2,2,-49,0
285,19:09.3,2,-51,0
286,19:09.5,2,-52,4
287,19:09.5,2,-55,0
288,19:09.7,2,-55,14
289,19:11.4,2,-55,1
290,19:11.6,2,-55,0
291,19:11.7,2,-53,2
292,19:11.8,2,-51,0
293,19:11.9,2,-50,0
294,19:12.1,2,-50,0
295,19:12.3,2,-51,0
296,19:12.3,2,-50,1
297,19:12.5,2,-50,0
298,19:12.6,2,-50,0
299,19:12.7,2,-51,0
300,19:12.8,2,-53,8
301,19:12.9,2,-55,0
302,19:13.7,2,-57,0
303,19:14.7,2,-57,0
304,19:14.8,2,-56,0
305,19:14.9,2,-55,0
306,19:15.0,2,-55,0
307,19:15.2,2,-54,1
308,19:15.3,2,-52,0
309,19:15.4,2,-52,0
310,19:15.5,2,-51,0
311,19:15.7,2,-52,5
312,19:15.7,2,-51,0
313,19:15.8,2,-51,0
314,19:15.9,2,-51,0
315,19:16.1,2,-49,0
316,19:16.2,2,-50,1
317,19:16.3,2,-51,0
318,19:16.4,2,-54,1
319,19:16.6,2,-57,2
320,19:16.7,2,-53,16
321,19:18.2,2,-58,0
322,19:18.3,2,-56,0
323,19:18.5,2,-55,1
324,19:18.6,2,-55,0
325,19:18.7,2,-55,0
326,19:18.9,2,-54,1
327,19:19.0,2,-53,14
328,19:19.2,2,-51,2
329,19:19.3,2,-49,0
330,19:19.4,2,-49,0
331,19:19.5,2,-49,0
332,19:19.6,2,-50,1
333,19:19.7,2,-50,0
334,19:19.8,2,-50,0
335,19:19.9,2,-51,0
336,19:20.1,2,-54,1
337,19:20.2,2,-56,2
338,19:20.3,2,-53,4
339,19:22.2,2,-55,0
340,19:22.3,2,-55,0
341,19:22.4,2,-52,0
342,19:22.5,2,-51,0
343,19:22.6,2,-51,0
344,19:22.7,2,-51,0
345,19:22.9,2,-51,0
346,19:23.0,2,-50,0
347,19:23.1,2,-49,0
348,19:23.3,2,-49,0
349,19:23.4,2,-50,0
350,19:23.5,2,-51,0
351,19:23.7,2,-52,1
352,19:23.8,2,-54,16
353,19:23.9,2,-58,0
354,19:25.4,2,-58,0
355,19:25.5,2,-58,0
356,19:25.6,2,-57,0
357,19:25.8,2,-56,0
358,19:25.9,2,-55,0
359,19:26.1,2,-55,0
360,19:26.2,2,-54,1
361,19:26.3,2,-55,0
362,19:26.5,2,-53,2
363,19:26.6,2,-51,0
364,19:26.7,2,-50,0
365,19:26.8,2,-51,8
366,19:26.9,2,-50,0
367,19:27.1,2,-49,0
368,19:27.2,2,-49,0
369,19:27.4,2,-51,0
370,19:27.4,2,-53,4
371,19:27.5,2,-56,1
372,19:27.6,2,-58,0
373,19:29.4,2,-58,0
374,19:29.5,2,-57,0
375,19:29.8,2,-56,0
376,19:29.9,2,-55,0
377,19:30.0,2,-53,1
378,19:30.2,2,-52,0
379,19:30.3,2,-52,1
380,19:30.4,2,-52,5
381,19:30.5,2,-51,0
382,19:30.6,2,-50,0
383,19:30.8,2,-51,10
384,19:30.9,2,-49,0
385,19:31.0,2,-50,1
386,19:31.2,2,-50,2
387,19:31.3,2,-54,1
388,19:31.4,2,-54,19
389,19:32.7,2,-58,0
390,19:33.2,2,-56,2
391,19:33.4,2,-55,0
392,19:33.5,2,-55,0
393,19:33.6,2,-53,1
394,19:33.7,2,-52,0
395,19:33.8,2,-51,0
396,19:33.9,2,-50,0
397,19:34.1,2,-50,0
398,19:34.2,2,-51,0
399,19:34.3,2,-50,0
400,19:34.4,2,-49,0
401,19:34.5,2,-49,0
402,19:34.6,2,-50,0
403,19:34.7,2,-52,0
404,19:34.9,2,-55,0
405,19:34.9,2,-57,0
406,19:36.7,2,-55,0
407,19:36.8,2,-55,0
408,19:37.0,2,-53,2
409,19:37.2,2,-51,0
410,19:37.3,2,-51,0
411,19:37.4,2,-55,16
412,23:16.4,2,-58,0
413,23:16.8,2,-55,6
414,23:17.0,2,-52,0
415,23:17.2,2,-51,0
416,23:17.3,2,-51,0
417,23:17.4,2,-50,0
418,23:17.5,2,-51,2
419,23:17.6,2,-51,0
420,23:17.7,2,-52,0
421,23:17.8,2,-53,2
422,23:17.9,2,-56,1
423,23:18.2,2,-58,0
424,23:19.4,2,-58,0
425,23:19.5,2,-58,0
426,23:19.7,2,-57,0
427,23:19.8,2,-55,0
428,23:20.0,2,-54,1
429,23:20.2,2,-53,2
430,23:20.2,2,-50,1
431,23:20.3,2,-49,0
432,23:20.5,2,-49,0
433,23:20.6,2,-50,1
434,23:20.7,2,-53,3
435,23:20.8,2,-53,1
436,23:20.9,2,-55,1
437,23:21.1,2,-58,0
438,23:22.2,2,-57,0
439,23:22.3,2,-58,0
440,23:22.7,2,-57,0
441,23:22.8,2,-55,1
442,23:22.9,2,-54,1
443,23:23.0,2,-52,0
444,23:23.2,2,-51,0
445,23:23.3,2,-49,1
446,23:23.3,2,-50,3
447,23:23.4,2,-49,0
448,23:23.5,2,-49,0
449,23:23.7,2,-51,0
450,23:23.8,2,-52,0
451,23:23.9,2,-56,2
452,23:24.2,2,-58,0
453,23:25.4,2,-55,0
454,23:25.5,2,-57,1
455,23:26.0,2,-55,0
456,23:26.2,2,-52,1
457,23:26.3,2,-52,5
458,23:26.4,2,-49,0
459,23:26.5,2,-49,0
460,23:26.7,2,-49,0
461,23:26.9,2,-51,0
462,23:27.0,2,-53,2
463,23:27.3,2,-57,0
464,23:27.5,2,-56,3
465,23:28.6,2,-57,1
466,23:28.7,2,-55,1
467,23:28.9,2,-57,0
468,23:29.1,2,-57,0
469,23:29.3,2,-55,0
470,23:29.4,2,-53,1
471,23:29.5,2,-51,2
472,23:29.6,2,-49,0
473,23:29.8,2,-52,24
474,23:29.9,2,-50,0
475,23:30.1,2,-52,4
476,23:30.2,2,-55,0
477,23:30.3,2,-55,1
478,23:30.4,2,-55,10
479,23:30.6,2,-55,0
480,23:30.7,2,-54,6
481,23:31.9,2,-55,1
482,23:32.2,2,-56,3
483,23:32.6,2,-57,0
484,23:32.7,2,-54,1
485,23:32.8,2,-52,0
486,23:32.9,2,-51,0
487,23:33.1,2,-49,1
488,23:33.2,2,-51,0
489,23:33.3,2,-50,0
490,23:33.5,2,-52,0
491,23:33.6,2,-52,0
492,23:33.7,2,-56,2
493,23:33.9,2,-55,1
494,23:34.3,2,-56,2
495,23:35.4,2,-57,0
496,23:35.5,2,-55,1
497,23:35.6,2,-55,0
498,23:38.6,1,-56,2
499,23:38.7,1,-57,1
500,23:38.9,1,-57,0
501,23:39.0,1,-57,0
502,23:39.2,1,-56,0
503,23:39.3,1,-57,0
504,23:39.4,1,-56,0
505,23:39.5,1,-55,0
506,23:39.6,1,-54,7
507,23:39.7,1,-52,0
508,23:39.9,1,-51,0
509,23:40.0,1,-49,0
510,23:40.2,1,-49,0
511,23:40.3,1,-50,1
512,23:40.4,1,-51,0
513,23:40.5,1,-52,9
514,23:40.6,1,-56,1
515,23:40.8,1,-57,0
516,23:42.3,1,-58,0
517,23:42.4,1,-56,0
518,23:42.5,1,-56,0
519,23:42.7,1,-57,0
520,24:01.4,5,-56,2
521,24:01.7,5,-52,0
522,24:01.8,5,-52,0
523,24:02.0,5,-52,0
524,24:02.2,5,-52,0
525,24:02.3,5,-52,0
526,24:02.7,5,-51,0
527,24:02.8,5,-51,0
528,24:02.9,5,-51,0
529,24:03.1,5,-53,0
530,24:03.2,5,-52,0
531,24:03.3,5,-53,2
532,24:03.4,5,-55,0
533,24:03.6,5,-53,1
534,24:03.7,5,-54,1
535,24:03.8,5,-53,1
536,24:03.9,5,-55,0
537,24:04.1,5,-55,0
538,24:04.2,5,-53,0
539,24:04.3,5,-54,1
540,24:04.5,5,-55,0
541,24:04.6,5,-53,0
542,24:04.7,5,-53,1
543,24:04.7,5,-53,0
544,24:04.8,5,-53,0
545,24:05.0,5,-53,0
546,24:05.2,5,-53,1
547,24:05.4,5,-55,0
548,24:05.5,5,-55,0
549,24:05.6,5,-54,1
550,24:05.7,5,-55,0
551,24:05.8,5,-54,2
552,24:05.9,5,-53,1
553,24:06.0,5,-53,2
554,24:06.2,5,-54,3
555,24:06.3,5,-55,1
556,24:06.4,5,-56,0
557,24:06.4,5,-55,7
558,24:06.6,5,-54,3
559,24:06.7,5,-53,1
560,24:06.8,5,-54,3
561,24:06.9,5,-55,0
562,24:06.9,5,-55,0
563,24:07.1,5,-57,0
564,24:07.2,5,-56,0
565,24:07.3,5,-55,0
566,24:07.4,5,-55,1
567,24:07.7,5,-55,0
568,24:07.8,5,-55,0
569,24:07.9,5,-57,0
570,24:08.6,5,-56,0
571,24:08.7,5,-57,0
572,24:08.7,5,-57,0
573,24:08.9,5,-58,4
574,24:09.4,5,-57,0
575,24:10.2,5,-56,0
576,24:10.5,5,-57,0
577,24:10.8,5,-56,0
578,24:11.0,5,-55,0
579,24:11.2,5,-53,1
580,24:11.3,5,-52,0
581,24:11.4,5,-52,6
582,24:11.7,5,-50,0
583,24:11.9,5,-51,1
584,24:11.9,5,-52,0
585,24:12.1,5,-53,0
586,24:12.2,5,-53,2
587,24:12.3,5,-51,1
588,24:12.4,5,-51,0
589,24:12.5,5,-51,0
590,24:12.7,5,-52,0
591,24:12.7,5,-52,0
592,24:12.9,5,-52,0
593,24:12.9,5,-52,0
594,24:13.1,5,-53,0
595,24:13.2,5,-53,1
596,24:13.3,5,-52,0
597,24:13.4,5,-52,0
598,24:13.5,5,-54,1
599,24:13.6,5,-55,0
600,24:13.7,5,-54,1
601,24:13.7,5,-55,0
602,24:13.8,5,-55,0
603,24:13.9,5,-55,0
604,24:14.0,5,-55,0
605,24:14.2,5,-54,1
606,24:14.3,5,-53,1
607,24:14.4,5,-53,1
608,24:14.5,5,-54,1
609,24:14.5,5,-54,1
610,24:14.6,5,-55,0
611,24:14.7,5,-55,0
612,24:14.8,5,-55,0
613,24:14.9,5,-53,1
614,24:15.0,5,-53,1
615,24:15.2,5,-55,0
616,24:15.2,5,-55,0
617,24:15.3,5,-55,0
618,24:15.4,5,-55,0
619,24:15.5,5,-54,1
620,24:15.6,5,-55,0
621,24:15.7,5,-55,0
622,24:15.8,5,-54,1
623,24:15.9,5,-55,0
624,24:15.9,5,-55,0
625,24:16.1,5,-55,0
626,24:16.2,5,-55,0
627,24:16.3,5,-55,0
628,24:16.4,5,-54,1
629,24:16.5,5,-55,0
630,24:16.5,5,-54,1
631,24:16.6,5,-54,1
632,24:16.7,5,-55,0
633,24:16.8,5,-54,1
634,24:16.9,5,-55,0
635,24:17.0,5,-55,0
636,24:17.1,5,-55,0
637,24:17.2,5,-54,1
638,24:17.3,5,-55,0
639,24:17.4,5,-54,1
640,24:17.5,5,-54,1
641,24:17.6,5,-55,0
642,24:17.6,5,-55,0
643,24:17.7,5,-54,1
644,24:17.8,5,-54,1
645,24:17.9,5,-55,0
646,24:18.0,5,-55,0
647,24:18.2,5,-54,1
648,24:18.3,5,-54,1
649,24:18.4,5,-53,0
650,24:18.5,5,-55,0
651,24:18.5,5,-55,0
652,24:18.6,5,-55,0
653,24:18.7,5,-55,0
654,24:18.8,5,-55,0
655,24:18.9,5,-55,0
656,24:19.0,5,-55,0
657,24:19.2,5,-55,0
658,24:19.2,5,-55,0
659,24:19.3,5,-55,0
660,24:19.4,5,-55,0
661,24:19.5,5,-55,0
662,24:19.6,5,-55,0
663,24:19.7,5,-55,0
664,24:19.8,5,-55,0
665,24:19.8,5,-55,0
666,24:19.9,5,-55,0
667,24:20.1,5,-55,0
668,24:20.2,5,-53,1
669,24:20.3,5,-53,1
670,24:20.4,5,-53,0
671,24:20.4,5,-54,1
672,24:20.5,5,-53,0
673,24:20.6,5,-54,1
674,24:20.7,5,-54,1
675,24:20.8,5,-55,0
676,24:20.9,5,-55,0
677,24:21.0,5,-55,0
678,24:21.1,5,-54,1
679,24:21.2,5,-53,1
680,24:21.3,5,-53,1
681,24:21.4,5,-53,0
682,24:21.5,5,-53,1
683,24:21.6,5,-53,1
684,24:21.7,5,-53,0
685,24:21.8,5,-54,1
686,24:21.8,5,-55,0
687,24:21.9,5,-55,0
688,24:22.1,5,-55,0
689,24:22.2,5,-55,0
690,24:22.3,5,-55,0
691,24:22.4,5,-55,0
692,24:22.5,5,-55,0
693,24:22.6,5,-55,0
694,24:22.6,5,-55,0
695,24:22.7,5,-55,0
696,24:22.8,5,-55,0
697,24:22.9,5,-55,0
698,24:23.0,5,-55,0
699,24:23.1,5,-55,0
700,24:23.2,5,-54,1
701,24:23.3,5,-54,1
702,24:23.4,5,-53,1
703,24:23.5,5,-53,1
704,24:23.6,5,-54,1
705,24:23.7,5,-53,1
706,24:23.8,5,-54,1
707,24:23.8,5,-55,0
708,24:23.9,5,-55,0
709,24:24.1,5,-55,0
710,24:24.2,5,-55,0
711,24:24.3,5,-55,0
712,24:24.3,5,-55,0
713,24:24.5,5,-55,0
714,24:24.6,5,-55,0
715,24:24.6,5,-55,0
716,24:24.7,5,-55,0
717,24:24.8,5,-55,0
718,24:24.9,5,-55,0
719,24:25.0,5,-55,0
720,24:25.2,5,-53,0
721,24:25.3,5,-53,0
722,24:25.4,5,-53,1
723,24:25.4,5,-55,0
724,24:25.5,5,-55,0
725,24:25.6,5,-55,0
726,24:25.7,5,-55,0
727,24:25.8,5,-55,0
728,24:25.9,5,-55,0
729,24:25.9,5,-53,1
730,24:26.1,5,-55,0
731,24:26.2,5,-55,0
732,24:26.3,5,-55,0
733,24:26.4,5,-54,1
734,24:26.4,5,-55,0
735,24:26.5,5,-55,0
736,24:26.6,5,-54,1
737,24:26.7,5,-53,1
738,24:26.8,5,-55,0
739,24:26.9,5,-55,0
740,24:27.0,5,-55,0
741,24:27.1,5,-55,0
742,24:27.2,5,-55,0
743,24:27.3,5,-55,0
744,24:27.4,5,-55,0
745,24:27.5,5,-54,1
746,24:27.6,5,-55,0
747,24:27.7,5,-55,0
748,24:27.8,5,-53,1
749,24:27.8,5,-53,1
750,24:27.9,5,-53,1
751,24:28.1,5,-53,0
752,24:28.2,5,-53,0
753,24:28.3,5,-53,1
754,24:28.4,5,-55,0
755,24:28.5,5,-54,1
756,24:28.6,5,-55,0
757,24:28.7,5,-55,0
758,24:28.8,5,-55,0
759,24:28.8,5,-54,1
760,24:28.9,5,-53,1
761,24:29.0,5,-54,1
762,24:29.2,5,-55,0
763,24:29.2,5,-55,0
764,24:29.3,5,-55,0
765,24:29.5,5,-55,0
766,24:29.5,5,-54,1
767,24:29.6,5,-55,0
768,24:29.7,5,-54,1
769,24:29.8,5,-53,1
770,24:29.9,5,-53,0
771,24:29.9,5,-53,0
772,24:30.1,5,-54,1
773,24:30.2,5,-55,0
774,24:30.3,5,-55,0
775,24:30.4,5,-55,0
776,24:30.5,5,-54,1
777,24:30.6,5,-55,0
778,24:30.7,5,-55,0
779,24:30.8,5,-55,0
780,24:30.8,5,-53,1
781,24:30.9,5,-55,0
782,24:31.1,5,-54,1
783,24:31.2,5,-55,0
784,24:31.3,5,-55,0
785,24:31.4,5,-55,0
786,24:31.4,5,-55,0
787,24:31.5,5,-55,0
788,24:31.6,5,-55,0
789,24:31.7,5,-55,0
790,24:31.8,5,-55,0
791,24:31.9,5,-55,0
792,24:32.0,5,-55,0
793,24:32.1,5,-55,0
794,24:32.2,5,-55,0
795,24:32.3,5,-55,0
796,24:32.4,5,-55,0
797,24:32.5,5,-55,0
798,24:32.6,5,-55,0
799,24:32.7,5,-54,1
800,24:32.8,5,-53,0
801,24:32.9,5,-53,1
802,24:33.0,5,-54,1
803,24:33.1,5,-53,0
804,24:33.2,5,-53,1
805,24:33.3,5,-53,1
806,24:33.4,5,-55,0
807,24:33.5,5,-55,0
808,24:33.6,5,-55,0
809,24:33.6,5,-55,0
810,24:33.7,5,-54,1
811,24:33.8,5,-53,1
812,24:42.5,6,-53,1
813,24:42.6,6,-54,1
814,24:42.7,6,-55,0
815,24:42.8,6,-55,0
816,24:42.9,6,-55,0
817,24:43.0,6,-54,2
818,24:43.1,6,-54,1
819,24:43.2,6,-54,1
820,24:43.3,6,-55,0
821,24:43.4,6,-55,0
822,24:43.5,6,-55,0
823,24:43.6,6,-55,0
824,24:43.7,6,-55,0
825,24:43.7,6,-55,0
826,24:43.8,6,-55,0
827,24:43.9,6,-55,0
828,24:44.1,6,-54,1
829,24:44.2,6,-55,0
830,24:44.3,6,-53,0
831,24:44.3,6,-53,0
832,24:44.4,6,-53,1
833,24:44.5,6,-53,1
834,24:44.6,6,-52,0
835,24:44.7,6,-53,0
836,24:44.8,6,-54,1
837,24:44.9,6,-53,1
838,24:45.0,6,-54,1
839,24:45.2,6,-55,0
840,24:45.3,6,-53,1
841,24:45.3,6,-54,1
842,24:45.4,6,-54,1
843,24:45.5,6,-54,1
844,24:45.6,6,-54,1
845,24:45.7,6,-55,0
846,24:45.8,6,-55,0
847,24:45.9,6,-55,0
848,24:46.0,6,-55,0
849,24:46.2,6,-55,0
850,24:46.3,6,-54,1
851,24:46.3,6,-54,1
852,24:46.4,6,-53,1
853,24:46.5,6,-53,1
854,24:46.6,6,-54,1
855,24:46.7,6,-55,0
856,24:46.8,6,-55,0
857,24:46.8,6,-55,0
858,24:46.9,6,-55,0
859,24:47.1,6,-55,0
860,24:47.2,6,-55,0
861,24:47.3,6,-55,0
862,24:47.4,6,-54,1
863,24:47.5,6,-54,1
864,24:47.6,6,-55,0
865,24:47.6,6,-55,0
866,24:47.7,6,-55,0
867,24:47.8,6,-55,0
868,24:47.9,6,-55,0
869,24:48.0,6,-55,0
870,24:48.1,6,-55,0
871,24:48.2,6,-55,0
872,24:48.3,6,-55,0
873,24:48.4,6,-55,0
874,24:48.5,6,-55,0
875,24:48.6,6,-55,0
876,24:48.7,6,-55,0
877,24:48.7,6,-55,0
878,24:48.8,6,-55,0
879,24:48.9,6,-55,0
880,24:49.0,6,-55,0
881,24:49.2,6,-55,0
882,24:49.3,6,-53,0
883,24:49.3,6,-53,0
884,24:49.4,6,-53,0
885,24:49.5,6,-53,1
886,24:49.6,6,-53,0
887,24:49.7,6,-53,0
888,24:49.8,6,-53,0
889,24:49.8,6,-53,1
890,24:49.9,6,-53,1
891,24:50.1,6,-53,1
892,24:50.2,6,-51,0
893,24:50.3,6,-51,0
894,24:50.4,6,-52,0
895,24:50.6,6,-52,0
896,24:50.6,6,-51,0
897,24:50.7,6,-51,0
898,24:50.8,6,-52,5
899,24:50.9,6,-51,0
900,24:51.1,6,-52,0
901,24:51.3,6,-52,0
902,24:51.4,6,-52,0
903,24:51.5,6,-53,0
904,24:51.6,6,-55,0
905,24:51.7,6,-56,0
906,24:51.8,6,-55,7
907,24:51.9,6,-57,2
908,24:52.1,6,-58,0
909,24:52.2,6,-56,0
910,24:52.4,6,-55,0
911,24:52.5,6,-56,5
912,24:52.6,6,-55,0
913,24:52.7,6,-55,0
914,24:52.8,6,-57,3
915,24:52.9,6,-55,0
916,24:53.0,6,-57,0
917,24:53.2,6,-55,1
918,24:53.4,6,-53,1
919,24:53.5,6,-54,5
920,24:53.6,6,-54,1
921,24:53.8,6,-55,0
922,24:53.9,6,-55,0
923,24:54.0,6,-56,1
924,24:54.1,6,-56,0
925,24:54.2,6,-55,0
926,24:54.3,6,-55,0
927,24:54.4,6,-53,1
928,24:54.5,6,-54,1
929,24:54.7,6,-53,1
930,24:54.8,6,-54,2
