time,id,id_num,RSSI,phase,,activity,,,,,,,,,,,,,,,,
11:31.3,e2001d8712461320db93,3,-56,"171
",06:28.0,5,,,,,,,,,,,,,,,,
11:31.5,e2001d871271320b9f,4,-52,"174
",06:28.1,5,,,,,,,,,,,,,,,,
11:31.8,e2001d8712401320d4a0,2,-51,"174
",06:28.5,5,,,,,,,,,,,,,,,,
11:31.1,e2001d8712171320c120,1,-57,"174
",06:27.7,5,,,,,,,,,,,,,,,,
11:31.1,e2001d8712461320db93,3,-58,"171
",06:27.8,5,,,,,,,,,,,,,,,,
11:31.1,e2001d8712401320d4a0,2,-51,"174
",06:27.8,5,,,,,,,,,,,,,,,,
11:31.2,e2001d871271320b9f,4,-52,"171
",06:27.8,5,,,,,,,,,,,,,,,,
11:31.2,e2001d8712401320d4a0,2,-51,"174
",06:27.8,5,,,,,,,,,,,,,,,,
11:31.2,e2001d871271320b9f,4,-51,"171
",06:27.9,5,,,,,,,,,,,,,,,,
11:31.2,e2001d8712461320db93,3,-58,"165
",06:27.9,5,,,,,,,,,,,,,,,,
11:31.3,e2001d871271320b9f,4,-50,"174
",06:28.0,5,,,,,,,,,,,,,,,,
11:31.4,e2001d8712401320d4a0,2,-49,"174
",06:28.0,5,,,,,,,,,,,,,,,,
11:31.5,e2001d871271320b9f,4,-49,"174
",06:28.1,5,,,,,,,,,,,,,,,,
11:31.5,e2001d8712461320db93,3,-53,"171
",06:28.1,5,,,,,,,,,,,,,,,,
11:31.5,e2001d871271320b9f,4,-50,"171
",06:28.2,5,,,,,,,,,,,,,,,,
11:31.6,e2001d8712171320c120,1,-57,"174
",06:28.2,5,,,,,,,,,,,,,,,,
11:31.6,e2001d871271320b9f,4,-51,"171
",06:28.3,5,,,,,,,,,,,,,,,,
11:31.8,e2001d871271320b9f,4,-49,"174
",06:28.4,5,,,,,,,,,,,,,,,,
11:31.8,e2001d8712461320db93,3,-53,"171
",06:28.5,5,,,,,,,,,,,,,,,,
11:31.9,e2001d871271320b9f,4,-49,"171
",06:28.5,5,,,,,,,,,,,,,,,,
11:32.0,e2001d871271320b9f,4,-49,"174
",06:28.6,5,,,,,,,,,,,,,,,,
11:32.0,e2001d8712461320db93,3,-52,"171
",06:28.6,5,,,,,,,,,,,,,,,,
11:32.2,e2001d871271320b9f,4,-49,"174
",06:28.8,5,,,,,,,,,,,,,,,,
11:32.3,e2001d8712461320db93,3,-53,"177
",06:29.0,5,,,,,,,,,,,,,,,,
11:32.1,e2001d8712401320d4a0,2,-49,"174
",06:28.7,5,,,,,,,,,,,,,,,,
11:32.1,e2001d871271320b9f,4,-49,"174
",06:28.8,5,,,,,,,,,,,,,,,,
11:32.3,e2001d871271320b9f,4,-52,"171
",06:28.9,5,,,,,,,,,,,,,,,,
11:32.3,e2001d871271320b9f,4,-52,"171
",06:28.9,5,,,,,,,,,,,,,,,,
11:32.3,e2001d8712401320d4a0,2,-53,"171
",06:29.0,5,,,,,,,,,,,,,,,,
11:32.3,e2001d8712401320d4a0,2,-53,"171
",06:29.0,5,,,,,,,,,,,,,,,,
11:32.4,e2001d871271320b9f,4,-52,"168
",06:29.0,5,,,,,,,,,,,,,,,,
11:32.4,e2001d871271320b9f,4,-52,"174
",06:29.0,5,,,,,,,,,,,,,,,,
11:32.4,e2001d8712401320d4a0,2,-53,"171
",06:29.0,5,,,,,,,,,,,,,,,,
11:32.4,e2001d871271320b9f,4,-52,"174
",06:29.0,5,,,,,,,,,,,,,,,,
11:32.4,e2001d8712401320d4a0,2,-53,"171
",06:29.1,5,,,,,,,,,,,,,,,,
11:32.4,e2001d8712401320d4a0,2,-53,"174
",06:29.1,5,,,,,,,,,,,,,,,,
11:32.5,e2001d871271320b9f,4,-52,"174
",06:29.1,5,,,,,,,,,,,,,,,,
11:32.5,e2001d8712461320db93,3,-58,"174
",06:29.1,5,,,,,,,,,,,,,,,,
11:32.5,e2001d8712401320d4a0,2,-52,"171
",06:29.2,5,,,,,,,,,,,,,,,,
11:32.6,e2001d8712401320d4a0,2,-55,"168
",06:29.2,5,,,,,,,,,,,,,,,,
11:32.6,e2001d871271320b9f,4,-55,"174
",06:29.3,5,,,,,,,,,,,,,,,,
11:32.6,e2001d8712461320db93,3,-57,"174
",06:29.3,5,,,,,,,,,,,,,,,,
11:32.7,e2001d8712461320db93,3,-59,"174
",06:29.3,5,,,,,,,,,,,,,,,,
11:32.7,e2001d871271320b9f,4,-57,"171
",06:29.3,5,,,,,,,,,,,,,,,,
11:32.7,e2001d8712461320db93,3,-58,"171
",06:29.4,5,,,,,,,,,,,,,,,,
11:32.8,e2001d8712401320d4a0,2,-55,"171
",06:29.4,5,,,,,,,,,,,,,,,,
11:32.8,e2001d8712461320db93,3,-55,"171
",06:29.4,5,,,,,,,,,,,,,,,,
11:32.8,e2001d8712461320db93,3,-55,"171
",06:29.5,5,,,,,,,,,,,,,,,,
11:32.8,e2001d8712401320d4a0,2,-53,"168
",06:29.5,5,,,,,,,,,,,,,,,,
11:32.9,e2001d8712461320db93,3,-55,"171
",06:29.5,5,,,,,,,,,,,,,,,,
11:32.9,e2001d8712461320db93,3,-55,"171
",06:29.5,5,,,,,,,,,,,,,,,,
11:32.9,e2001d8712401320d4a0,2,-52,"171
",06:29.5,5,,,,,,,,,,,,,,,,
11:32.9,e2001d8712401320d4a0,2,-52,"168
",06:29.5,5,,,,,,,,,,,,,,,,
11:32.9,e2001d8712461320db93,3,-55,"168
",06:29.6,5,,,,,,,,,,,,,,,,
11:32.9,e2001d8712461320db93,3,-55,"171
",06:29.6,5,,,,,,,,,,,,,,,,
11:33.0,e2001d8712401320d4a0,2,-52,"171
",06:29.6,5,,,,,,,,,,,,,,,,
11:33.0,e2001d8712401320d4a0,2,-53,"174
",06:29.6,5,,,,,,,,,,,,,,,,
11:33.0,e2001d8712461320db93,3,-55,"174
",06:29.6,5,,,,,,,,,,,,,,,,
11:33.2,e2001d8712401320d4a0,2,-52,"171
",06:29.8,5,,,,,,,,,,,,,,,,
11:33.3,e2001d8712461320db93,3,-55,"171
",06:30.0,5,,,,,,,,,,,,,,,,
11:33.5,e2001d8712401320d4a0,2,-52,"174
",06:30.1,5,,,,,,,,,,,,,,,,
11:33.7,e2001d8712461320db93,3,-55,"171
",06:30.3,5,,,,,,,,,,,,,,,,
11:33.8,e2001d8712401320d4a0,2,-53,"171
",06:30.5,5,,,,,,,,,,,,,,,,
11:33.1,e2001d8712461320db93,3,-55,"174
",06:29.7,5,,,,,,,,,,,,,,,,
11:33.1,e2001d8712401320d4a0,2,-53,"177
",06:29.8,5,,,,,,,,,,,,,,,,
11:33.2,e2001d8712461320db93,3,-55,"171
",06:29.8,5,,,,,,,,,,,,,,,,
11:33.2,e2001d8712461320db93,3,-55,"171
",06:29.8,5,,,,,,,,,,,,,,,,
11:33.2,e2001d8712401320d4a0,2,-55,"174
",06:29.8,5,,,,,,,,,,,,,,,,
11:33.2,e2001d8712461320db93,3,-55,"174
",06:29.9,5,,,,,,,,,,,,,,,,
11:33.2,e2001d8712461320db93,3,-56,"174
",06:29.9,5,,,,,,,,,,,,,,,,
11:33.3,e2001d8712401320d4a0,2,-55,"174
",06:29.9,5,,,,,,,,,,,,,,,,
11:33.3,e2001d8712401320d4a0,2,-53,"171
",06:29.9,5,,,,,,,,,,,,,,,,
11:33.3,e2001d8712461320db93,3,-56,"168
",06:29.9,5,,,,,,,,,,,,,,,,
11:33.3,e2001d8712401320d4a0,2,-53,"171
",06:30.0,5,,,,,,,,,,,,,,,,
11:33.3,e2001d8712461320db93,3,-57,"174
",06:30.0,5,,,,,,,,,,,,,,,,
11:33.4,e2001d8712461320db93,3,-57,"174
",06:30.0,5,,,,,,,,,,,,,,,,
11:33.4,e2001d8712401320d4a0,2,-53,"168
",06:30.0,5,,,,,,,,,,,,,,,,
11:33.4,e2001d8712401320d4a0,2,-55,"168
",06:30.0,5,,,,,,,,,,,,,,,,
11:33.4,e2001d8712461320db93,3,-58,"174
",06:30.1,5,,,,,,,,,,,,,,,,
11:33.5,e2001d8712461320db93,3,-58,"171
",06:30.1,5,,,,,,,,,,,,,,,,
11:33.5,e2001d8712401320d4a0,2,-55,"174
",06:30.1,5,,,,,,,,,,,,,,,,
11:33.6,e2001d871271320b9f,4,-55,"171
",06:30.2,5,,,,,,,,,,,,,,,,
11:33.6,e2001d8712461320db93,3,-55,"174
",06:30.2,5,,,,,,,,,,,,,,,,
11:33.7,e2001d871271320b9f,4,-51,"171
",06:30.4,5,,,,,,,,,,,,,,,,
11:33.7,e2001d8712461320db93,3,-52,"177
",06:30.4,5,,,,,,,,,,,,,,,,
11:33.8,e2001d8712401320d4a0,2,-51,"168
",06:30.4,5,,,,,,,,,,,,,,,,
11:33.8,e2001d8712401320d4a0,2,-52,"171
",06:30.5,5,,,,,,,,,,,,,,,,
11:33.8,e2001d871271320b9f,4,-52,"174
",06:30.5,5,,,,,,,,,,,,,,,,
11:33.8,e2001d8712401320d4a0,2,-55,"174
",06:30.5,5,,,,,,,,,,,,,,,,
11:33.9,e2001d871271320b9f,4,-52,"171
",06:30.5,5,,,,,,,,,,,,,,,,
11:33.9,e2001d8712401320d4a0,2,-52,"171
",06:30.5,5,,,,,,,,,,,,,,,,
11:33.9,e2001d871271320b9f,4,-55,"171
",06:30.6,5,,,,,,,,,,,,,,,,
11:33.9,e2001d8712401320d4a0,2,-51,"174
",06:30.6,5,,,,,,,,,,,,,,,,
11:33.9,e2001d871271320b9f,4,-53,"171
",06:30.6,5,,,,,,,,,,,,,,,,
11:34.0,e2001d871271320b9f,4,-52,"174
",06:30.6,5,,,,,,,,,,,,,,,,
11:34.0,e2001d8712401320d4a0,2,-51,"174
",06:30.6,5,,,,,,,,,,,,,,,,
11:34.3,e2001d871271320b9f,4,-51,"177
",06:31.0,5,,,,,,,,,,,,,,,,
11:34.5,e2001d8712401320d4a0,2,-50,"171
",06:31.2,5,,,,,,,,,,,,,,,,
11:34.8,e2001d8712461320db93,3,-58,"174
",06:31.5,5,,,,,,,,,,,,,,,,
11:34.1,e2001d871271320b9f,4,-51,"174
",06:30.7,5,,,,,,,,,,,,,,,,
11:34.1,e2001d8712401320d4a0,2,-50,"171
",06:30.8,5,,,,,,,,,,,,,,,,
11:34.2,e2001d871271320b9f,4,-51,"171
",06:30.8,5,,,,,,,,,,,,,,,,
11:34.2,e2001d871271320b9f,4,-49,"171
",06:30.8,5,,,,,,,,,,,,,,,,
11:34.2,e2001d8712401320d4a0,2,-51,"174
",06:30.8,5,,,,,,,,,,,,,,,,
11:34.2,e2001d8712401320d4a0,2,-51,"174
",06:30.9,5,,,,,,,,,,,,,,,,
11:34.2,e2001d871271320b9f,4,-50,"171
",06:30.9,5,,,,,,,,,,,,,,,,
11:34.3,e2001d8712401320d4a0,2,-51,"174
",06:30.9,5,,,,,,,,,,,,,,,,
11:34.3,e2001d871271320b9f,4,-50,"177
",06:30.9,5,,,,,,,,,,,,,,,,
11:34.3,e2001d871271320b9f,4,-50,"174
",06:30.9,5,,,,,,,,,,,,,,,,
11:34.3,e2001d8712401320d4a0,2,-50,"171
",06:31.0,5,,,,,,,,,,,,,,,,
11:34.3,e2001d8712401320d4a0,2,-51,"171
",06:31.0,5,,,,,,,,,,,,,,,,
11:34.4,e2001d8712461320db93,3,-58,"174
",06:31.0,5,,,,,,,,,,,,,,,,
11:34.4,e2001d8712401320d4a0,2,-50,"174
",06:31.0,5,,,,,,,,,,,,,,,,
11:34.4,e2001d871271320b9f,4,-50,"174
",06:31.1,5,,,,,,,,,,,,,,,,
11:34.5,e2001d8712171320c120,1,-55,"171
",06:31.1,5,,,,,,,,,,,,,,,,
11:34.5,e2001d871271320b9f,4,-51,"174
",06:31.1,5,,,,,,,,,,,,,,,,
11:34.6,e2001d871271320b9f,4,-53,"171
",06:31.2,5,,,,,,,,,,,,,,,,
11:34.6,e2001d8712401320d4a0,2,-50,"171
",06:31.3,5,,,,,,,,,,,,,,,,
11:34.7,e2001d871271320b9f,4,-52,"171
",06:31.3,5,,,,,,,,,,,,,,,,
11:34.7,e2001d8712401320d4a0,2,-51,"171
",06:31.3,5,,,,,,,,,,,,,,,,
11:34.7,e2001d8712401320d4a0,2,-51,"174
",06:31.3,5,,,,,,,,,,,,,,,,
11:34.7,e2001d871271320b9f,4,-52,"174
",06:31.4,5,,,,,,,,,,,,,,,,
11:34.8,e2001d8712401320d4a0,2,-49,"174
",06:31.4,5,,,,,,,,,,,,,,,,
11:34.8,e2001d8712461320db93,3,-55,"174
",06:31.5,5,,,,,,,,,,,,,,,,
11:34.8,e2001d871271320b9f,4,-51,"174
",06:31.5,5,,,,,,,,,,,,,,,,
11:34.9,e2001d8712401320d4a0,2,-49,"174
",06:31.5,5,,,,,,,,,,,,,,,,
11:34.9,e2001d871271320b9f,4,-51,"168
",06:31.5,5,,,,,,,,,,,,,,,,
11:34.9,e2001d8712461320db93,3,-55,"174
",06:31.5,5,,,,,,,,,,,,,,,,
11:34.9,e2001d871271320b9f,4,-50,"171
",06:31.6,5,,,,,,,,,,,,,,,,
11:34.9,e2001d871271320b9f,4,-51,"174
",06:31.6,5,,,,,,,,,,,,,,,,
11:35.0,e2001d8712461320db93,3,-52,"174
",06:31.6,5,,,,,,,,,,,,,,,,
11:35.0,e2001d8712401320d4a0,2,-49,"171
",06:31.6,5,,,,,,,,,,,,,,,,
11:35.0,e2001d8712461320db93,3,-52,"174
",06:31.6,5,,,,,,,,,,,,,,,,
11:35.3,e2001d8712401320d4a0,2,-49,"174
",06:32.0,5,,,,,,,,,,,,,,,,
11:35.5,e2001d871271320b9f,4,-52,"171
",06:32.1,5,,,,,,,,,,,,,,,,
11:35.8,e2001d8712401320d4a0,2,-49,"171
",06:32.5,5,,,,,,,,,,,,,,,,
11:35.1,e2001d8712461320db93,3,-55,"171
",06:31.7,5,,,,,,,,,,,,,,,,
11:35.2,e2001d8712401320d4a0,2,-49,"174
",06:31.8,5,,,,,,,,,,,,,,,,
11:35.2,e2001d871271320b9f,4,-56,"174
",06:31.9,5,,,,,,,,,,,,,,,,
11:35.2,e2001d8712461320db93,3,-55,"174
",06:31.9,5,,,,,,,,,,,,,,,,
11:35.3,e2001d8712401320d4a0,2,-49,"174
",06:31.9,5,,,,,,,,,,,,,,,,
11:35.3,e2001d8712461320db93,3,-55,"174
",06:31.9,5,,,,,,,,,,,,,,,,
11:35.3,e2001d8712461320db93,3,-55,"174
",06:31.9,5,,,,,,,,,,,,,,,,
11:35.3,e2001d8712401320d4a0,2,-49,"171
",06:32.0,5,,,,,,,,,,,,,,,,
11:35.4,e2001d871271320b9f,4,-58,"171
",06:32.0,5,,,,,,,,,,,,,,,,
11:35.4,e2001d8712401320d4a0,2,-50,"174
",06:32.0,5,,,,,,,,,,,,,,,,
11:35.4,e2001d8712461320db93,3,-53,"171
",06:32.0,5,,,,,,,,,,,,,,,,
11:35.4,e2001d871271320b9f,4,-58,"174
",06:32.1,5,,,,,,,,,,,,,,,,
11:35.4,e2001d8712401320d4a0,2,-50,"171
",06:32.1,5,,,,,,,,,,,,,,,,
11:35.4,e2001d8712461320db93,3,-53,"165
",06:32.1,5,,,,,,,,,,,,,,,,
11:35.5,e2001d8712401320d4a0,2,-50,"174
",06:32.1,5,,,,,,,,,,,,,,,,
11:35.5,e2001d8712461320db93,3,-56,"171
",06:32.1,5,,,,,,,,,,,,,,,,
11:35.6,e2001d8712401320d4a0,2,-52,"174
",06:32.2,5,,,,,,,,,,,,,,,,
11:35.6,e2001d8712461320db93,3,-55,"171
",06:32.2,5,,,,,,,,,,,,,,,,
11:35.6,e2001d8712461320db93,3,-55,"174
",06:32.2,5,,,,,,,,,,,,,,,,
11:35.6,e2001d8712401320d4a0,2,-52,"174
",06:32.3,5,,,,,,,,,,,,,,,,
11:35.6,e2001d8712461320db93,3,-55,"174
",06:32.3,5,,,,,,,,,,,,,,,,
11:35.7,e2001d8712401320d4a0,2,-52,"171
",06:32.3,5,,,,,,,,,,,,,,,,
11:35.7,e2001d8712401320d4a0,2,-52,"171
",06:32.3,5,,,,,,,,,,,,,,,,
11:35.7,e2001d8712461320db93,3,-55,"171
",06:32.3,5,,,,,,,,,,,,,,,,
11:35.7,e2001d8712461320db93,3,-55,"174
",06:32.4,5,,,,,,,,,,,,,,,,
11:35.7,e2001d8712401320d4a0,2,-52,"174
",06:32.4,5,,,,,,,,,,,,,,,,
11:35.8,e2001d8712461320db93,3,-55,"171
",06:32.4,5,,,,,,,,,,,,,,,,
11:35.8,e2001d8712461320db93,3,-55,"171
",06:32.4,5,,,,,,,,,,,,,,,,
11:35.8,e2001d8712401320d4a0,2,-51,"174
",06:32.5,5,,,,,,,,,,,,,,,,
11:35.8,e2001d8712401320d4a0,2,-51,"171
",06:32.5,5,,,,,,,,,,,,,,,,
11:35.9,e2001d8712461320db93,3,-55,"174
",06:32.5,5,,,,,,,,,,,,,,,,
11:35.9,e2001d8712401320d4a0,2,-51,"174
",06:32.5,5,,,,,,,,,,,,,,,,
11:35.9,e2001d8712461320db93,3,-55,"168
",06:32.5,5,,,,,,,,,,,,,,,,
11:35.9,e2001d8712401320d4a0,2,-51,"171
",06:32.6,5,,,,,,,,,,,,,,,,
11:35.9,e2001d8712461320db93,3,-55,"174
",06:32.6,5,,,,,,,,,,,,,,,,
11:36.0,e2001d8712401320d4a0,2,-51,"174
",06:32.6,5,,,,,,,,,,,,,,,,
11:36.0,e2001d8712461320db93,3,-56,"168
",06:32.6,5,,,,,,,,,,,,,,,,
11:36.2,e2001d8712401320d4a0,2,-51,"174
",06:32.8,5,,,,,,,,,,,,,,,,
11:36.5,e2001d8712401320d4a0,2,-51,"171
",06:33.1,5,,,,,,,,,,,,,,,,
11:36.7,e2001d871271320b9f,4,-55,"174
",06:33.3,5,,,,,,,,,,,,,,,,
11:36.1,e2001d871271320b9f,4,-55,"171
",06:32.8,5,,,,,,,,,,,,,,,,
11:36.2,e2001d8712401320d4a0,2,-50,"174
",06:32.8,5,,,,,,,,,,,,,,,,
11:36.3,e2001d8712461320db93,3,-53,"174
",06:32.9,5,,,,,,,,,,,,,,,,
11:36.3,e2001d8712401320d4a0,2,-51,"174
",06:32.9,5,,,,,,,,,,,,,,,,
11:36.3,e2001d8712401320d4a0,2,-50,"174
",06:33.0,5,,,,,,,,,,,,,,,,
11:36.3,e2001d871271320b9f,4,-51,"171
",06:33.0,5,,,,,,,,,,,,,,,,
11:36.4,e2001d8712401320d4a0,2,-50,"171
",06:33.0,5,,,,,,,,,,,,,,,,
11:36.4,e2001d8712461320db93,3,-56,"171
",06:33.0,5,,,,,,,,,,,,,,,,
11:36.4,e2001d8712461320db93,3,-56,"171
",06:33.0,5,,,,,,,,,,,,,,,,
11:36.4,e2001d871271320b9f,4,-52,"174
",06:33.1,5,,,,,,,,,,,,,,,,
11:36.4,e2001d8712401320d4a0,2,-50,"174
",06:33.1,5,,,,,,,,,,,,,,,,
11:36.5,e2001d871271320b9f,4,-52,"174
",06:33.1,5,,,,,,,,,,,,,,,,
11:36.5,e2001d8712461320db93,3,-59,"171
",06:33.1,5,,,,,,,,,,,,,,,,
11:36.5,e2001d871271320b9f,4,-51,"174
",06:33.2,5,,,,,,,,,,,,,,,,
11:36.6,e2001d8712461320db93,3,-57,"171
",06:33.2,5,,,,,,,,,,,,,,,,
11:36.6,e2001d8712401320d4a0,2,-50,"171
",06:33.2,5,,,,,,,,,,,,,,,,
11:36.6,e2001d871271320b9f,4,-51,"171
",06:33.2,5,,,,,,,,,,,,,,,,
11:36.6,e2001d8712401320d4a0,2,-49,"171
",06:33.3,5,,,,,,,,,,,,,,,,
11:36.6,e2001d871271320b9f,4,-50,"171
",06:33.3,5,,,,,,,,,,,,,,,,
11:36.7,e2001d8712461320db93,3,-58,"174
",06:33.3,5,,,,,,,,,,,,,,,,
11:36.7,e2001d8712401320d4a0,2,-50,"171
",06:33.3,5,,,,,,,,,,,,,,,,
11:36.7,e2001d8712401320d4a0,2,-49,"174
",06:33.4,5,,,,,,,,,,,,,,,,
11:36.8,e2001d871271320b9f,4,-49,"174
",06:33.4,5,,,,,,,,,,,,,,,,
11:36.8,e2001d8712461320db93,3,-55,"168
",06:33.4,5,,,,,,,,,,,,,,,,
11:36.8,e2001d8712401320d4a0,2,-49,"174
",06:33.4,5,,,,,,,,,,,,,,,,
11:36.8,e2001d8712461320db93,3,-55,"168
",06:33.5,5,,,,,,,,,,,,,,,,
11:36.9,e2001d8712401320d4a0,2,-49,"174
",06:33.5,5,,,,,,,,,,,,,,,,
11:36.9,e2001d8712461320db93,3,-55,"174
",06:33.5,5,,,,,,,,,,,,,,,,
11:36.9,e2001d8712401320d4a0,2,-49,"174
",06:33.5,5,,,,,,,,,,,,,,,,
11:36.9,e2001d8712401320d4a0,2,-49,"174
",06:33.6,5,,,,,,,,,,,,,,,,
11:36.9,e2001d8712461320db93,3,-53,"174
",06:33.6,5,,,,,,,,,,,,,,,,
11:37.0,e2001d8712461320db93,3,-55,"174
",06:33.6,5,,,,,,,,,,,,,,,,
11:37.0,e2001d871271320b9f,4,-49,"171
",06:33.6,5,,,,,,,,,,,,,,,,
11:37.0,e2001d871271320b9f,4,-51,"174
",06:33.6,5,,,,,,,,,,,,,,,,
11:37.5,e2001d8712401320d4a0,2,-49,"171
",06:34.1,5,,,,,,,,,,,,,,,,
11:37.1,e2001d8712461320db93,3,-55,"171
",06:33.7,5,,,,,,,,,,,,,,,,
11:37.1,e2001d8712401320d4a0,2,-49,"168
",06:33.8,5,,,,,,,,,,,,,,,,
11:37.2,e2001d8712401320d4a0,2,-51,"171
",06:33.8,5,,,,,,,,,,,,,,,,
11:37.2,e2001d871271320b9f,4,-52,"174
",06:33.9,5,,,,,,,,,,,,,,,,
11:37.3,e2001d8712461320db93,3,-57,"171
",06:33.9,5,,,,,,,,,,,,,,,,
11:37.3,e2001d8712401320d4a0,2,-52,"174
",06:33.9,5,,,,,,,,,,,,,,,,
11:37.3,e2001d871271320b9f,4,-52,"174
",06:33.9,5,,,,,,,,,,,,,,,,
11:37.3,e2001d8712401320d4a0,2,-51,"171
",06:33.9,5,,,,,,,,,,,,,,,,
11:37.3,e2001d8712461320db93,3,-58,"174
",06:34.0,5,,,,,,,,,,,,,,,,
11:37.3,e2001d871271320b9f,4,-51,"168
",06:34.0,5,,,,,,,,,,,,,,,,
11:37.4,e2001d8712401320d4a0,2,-51,"174
",06:34.0,5,,,,,,,,,,,,,,,,
11:37.4,e2001d8712461320db93,3,-55,"171
",06:34.0,5,,,,,,,,,,,,,,,,
11:37.4,e2001d8712401320d4a0,2,-50,"174
",06:34.0,5,,,,,,,,,,,,,,,,
11:37.4,e2001d8712461320db93,3,-55,"174
",06:34.1,5,,,,,,,,,,,,,,,,
11:37.5,e2001d8712401320d4a0,2,-49,"171
",06:34.1,5,,,,,,,,,,,,,,,,
11:37.5,e2001d8712461320db93,3,-57,"174
",06:34.2,5,,,,,,,,,,,,,,,,
11:37.6,e2001d8712401320d4a0,2,-51,"174
",06:34.2,5,,,,,,,,,,,,,,,,
11:37.7,e2001d8712401320d4a0,2,-55,"174
",06:34.3,5,,,,,,,,,,,,,,,,
11:37.7,e2001d871271320b9f,4,-57,"174
",06:34.3,5,,,,,,,,,,,,,,,,
11:37.7,e2001d8712401320d4a0,2,-53,"171
",06:34.3,5,,,,,,,,,,,,,,,,
11:37.7,e2001d871271320b9f,4,-58,"174
",06:34.3,5,,,,,,,,,,,,,,,,
11:37.7,e2001d8712461320db93,3,-57,"168
",06:34.4,5,,,,,,,,,,,,,,,,
11:37.8,e2001d8712401320d4a0,2,-51,"171
",06:34.4,5,,,,,,,,,,,,,,,,
11:37.8,e2001d8712461320db93,3,-55,"174
",06:34.4,5,,,,,,,,,,,,,,,,
11:37.8,e2001d8712401320d4a0,2,-51,"174
",06:34.5,5,,,,,,,,,,,,,,,,
11:37.8,e2001d8712401320d4a0,2,-51,"171
",06:34.5,5,,,,,,,,,,,,,,,,
11:37.9,e2001d8712461320db93,3,-55,"171
",06:34.5,5,,,,,,,,,,,,,,,,
11:37.9,e2001d8712401320d4a0,2,-51,"171
",06:34.5,5,,,,,,,,,,,,,,,,
11:37.9,e2001d8712461320db93,3,-55,"171
",06:34.5,5,,,,,,,,,,,,,,,,
11:37.9,e2001d8712401320d4a0,2,-51,"171
",06:34.6,5,,,,,,,,,,,,,,,,
11:37.9,e2001d8712461320db93,3,-55,"174
",06:34.6,5,,,,,,,,,,,,,,,,
11:38.0,e2001d8712401320d4a0,2,-51,"171
",06:34.6,5,,,,,,,,,,,,,,,,
11:38.0,e2001d8712461320db93,3,-55,"171
",06:34.6,5,,,,,,,,,,,,,,,,
11:38.0,e2001d8712401320d4a0,2,-51,"174
",06:34.6,5,,,,,,,,,,,,,,,,
11:38.2,e2001d8712461320db93,3,-55,"171
",06:34.8,5,,,,,,,,,,,,,,,,
11:38.3,e2001d8712461320db93,3,-55,"168
",06:35.0,5,,,,,,,,,,,,,,,,
11:38.5,e2001d8712401320d4a0,2,-51,"174
",06:35.1,5,,,,,,,,,,,,,,,,
11:38.8,e2001d8712401320d4a0,2,-52,"171
",06:35.5,5,,,,,,,,,,,,,,,,
11:38.1,e2001d8712461320db93,3,-55,"177
",06:34.7,5,,,,,,,,,,,,,,,,
11:38.1,e2001d8712401320d4a0,2,-55,"171
",06:34.8,5,,,,,,,,,,,,,,,,
11:38.2,e2001d8712401320d4a0,2,-55,"174
",06:34.8,5,,,,,,,,,,,,,,,,
11:38.2,e2001d8712461320db93,3,-58,"171
",06:34.8,5,,,,,,,,,,,,,,,,
11:38.2,e2001d8712461320db93,3,-58,"171
",06:34.8,5,,,,,,,,,,,,,,,,
11:38.2,e2001d8712401320d4a0,2,-53,"171
",06:34.9,5,,,,,,,,,,,,,,,,
11:38.2,e2001d8712401320d4a0,2,-53,"171
",06:34.9,5,,,,,,,,,,,,,,,,
11:38.2,e2001d8712461320db93,3,-57,"174
",06:34.9,5,,,,,,,,,,,,,,,,
11:38.3,e2001d8712401320d4a0,2,-53,"174
",06:34.9,5,,,,,,,,,,,,,,,,
11:38.3,e2001d8712461320db93,3,-58,"168
",06:34.9,5,,,,,,,,,,,,,,,,
11:38.3,e2001d8712401320d4a0,2,-53,"174
",06:35.0,5,,,,,,,,,,,,,,,,
11:38.3,e2001d8712461320db93,3,-58,"168
",06:35.0,5,,,,,,,,,,,,,,,,
11:38.4,e2001d8712461320db93,3,-59,"174
",06:35.0,5,,,,,,,,,,,,,,,,
11:38.4,e2001d8712401320d4a0,2,-53,"171
",06:35.0,5,,,,,,,,,,,,,,,,
11:38.4,e2001d8712401320d4a0,2,-53,"168
",06:35.0,5,,,,,,,,,,,,,,,,
11:38.4,e2001d8712461320db93,3,-58,"171
",06:35.0,5,,,,,,,,,,,,,,,,
11:38.4,e2001d8712401320d4a0,2,-53,"177
",06:35.1,5,,,,,,,,,,,,,,,,
11:38.5,e2001d8712401320d4a0,2,-53,"174
",06:35.1,5,,,,,,,,,,,,,,,,
11:38.5,e2001d8712401320d4a0,2,-55,"174
",06:35.1,5,,,,,,,,,,,,,,,,
11:38.5,e2001d8712401320d4a0,2,-55,"177
",06:35.2,5,,,,,,,,,,,,,,,,
11:38.6,e2001d871271320b9f,4,-57,"171
",06:35.2,5,,,,,,,,,,,,,,,,
11:38.6,e2001d8712401320d4a0,2,-55,"168
",06:35.2,5,,,,,,,,,,,,,,,,
11:38.6,e2001d871271320b9f,4,-57,"174
",06:35.2,5,,,,,,,,,,,,,,,,
11:38.6,e2001d8712401320d4a0,2,-55,"171
",06:35.2,5,,,,,,,,,,,,,,,,
11:38.6,e2001d871271320b9f,4,-58,"171
",06:35.3,5,,,,,,,,,,,,,,,,
