,run,activity,time,id,RSSI,phase
26,5,6,13 45 48 38553,e2001d871271320b9f,-53,174
27,5,6,13 45 48 38570,e2001d8712461320db93,-52,171
28,5,6,13 45 48 38570,e2001d8712461320db93,-52,171
29,5,6,13 45 48 38570,e2001d8712461320db93,-52,171
30,5,6,13 45 48 38618,e2001d8712461320db93,-52,171
31,5,6,13 45 48 38637,e2001d8712171320c120,-51,168
32,5,6,13 45 48 38686,e2001d8712461320db93,-55,171
33,5,6,13 45 48 38703,e2001d871271320b9f,-52,174
34,5,6,13 45 48 38719,e2001d8712171320c120,-51,174
35,5,6,13 45 48 38719,e2001d8712171320c120,-51,174
36,5,6,13 45 48 38753,e2001d8712461320db93,-53,171
37,5,6,13 45 48 38769,e2001d871271320b9f,-52,168
38,5,6,13 45 48 38802,e2001d8712461320db93,-55,171
39,5,6,13 45 48 38819,e2001d8712171320c120,-52,171
40,5,6,13 45 48 38837,e2001d8712401320d4a0,-58,171
41,5,6,13 45 48 38837,e2001d8712401320d4a0,-58,171
42,5,6,13 45 48 38886,e2001d871271320b9f,-52,174
43,5,6,13 45 48 38902,e2001d8712461320db93,-53,174
44,5,6,13 45 48 38937,e2001d8712461320db93,-53,174
45,5,6,13 45 48 38953,e2001d8712171320c120,-52,174
46,5,6,13 45 48 38970,e2001d8712401320d4a0,-57,168
47,5,6,13 45 49 38986,e2001d8712461320db93,-53,174
48,5,6,13 45 49 39004,e2001d871271320b9f,-53,171
49,5,6,13 45 49 39020,e2001d8712401320d4a0,-55,171
50,5,6,13 45 49 39036,e2001d871271320b9f,-53,171
51,5,6,13 45 49 39053,e2001d8712461320db93,-52,171
52,5,6,13 45 49 39069,e2001d8712171320c120,-55,171
53,5,6,13 45 49 39102,e2001d8712171320c120,-57,171
54,5,6,13 45 49 39119,e2001d8712461320db93,-52,171
55,5,6,13 45 49 39136,e2001d871271320b9f,-53,171
56,5,6,13 45 49 39153,e2001d8712401320d4a0,-55,171
57,5,6,13 45 49 39170,e2001d8712401320d4a0,-56,174
58,5,6,13 45 49 39186,e2001d8712461320db93,-52,171
59,5,6,13 45 49 39203,e2001d871271320b9f,-53,171
60,5,6,13 45 49 39217,e2001d8712171320c120,-57,171
61,5,6,13 45 49 39252,e2001d8712461320db93,-53,174
62,5,6,13 45 49 39269,e2001d8712171320c120,-56,171
63,5,6,13 45 49 39286,e2001d8712401320d4a0,-57,171
64,5,6,13 45 49 39302,e2001d871271320b9f,-53,174
65,5,6,13 45 49 39319,e2001d8712401320d4a0,-57,168
66,5,6,13 45 49 39336,e2001d8712461320db93,-52,171
67,5,6,13 45 49 39386,e2001d8712401320d4a0,-57,171
68,5,6,13 45 49 39402,e2001d8712461320db93,-53,171
69,5,6,13 45 49 39436,e2001d8712461320db93,-53,174
70,5,6,13 45 49 39453,e2001d8712171320c120,-55,174
71,5,6,13 45 49 39469,e2001d8712401320d4a0,-58,168
72,5,6,13 45 49 39469,e2001d8712401320d4a0,-58,168
73,5,6,13 45 49 39502,e2001d8712171320c120,-55,174
74,5,6,13 45 49 39502,e2001d8712171320c120,-55,174
75,5,6,13 45 49 39537,e2001d8712461320db93,-53,174
76,5,6,13 45 49 39553,e2001d871271320b9f,-52,171
77,5,6,13 45 49 39570,e2001d8712401320d4a0,-58,177
78,5,6,13 45 49 39570,e2001d8712401320d4a0,-58,177
79,5,6,13 45 49 39603,e2001d8712461320db93,-53,168
80,5,6,13 45 49 39619,e2001d871271320b9f,-52,0
81,5,6,13 45 49 39687,e2001d8712171320c120,-55,168
